lat,lng,id,name,url
35.78052,139.62304,1,白子宿,https://ja.wikipedia.org/wiki/%E7%99%BD%E5%AD%90%E5%AE%BF_(%E5%B7%9D%E8%B6%8A%E8%A1%97%E9%81%93)
