lat,lng,id,name,pics,pics2,thumbnail,url
35.78814444444444,139.611975,wako001,和光市駅前の周期表,/img/wako/wako-wakoucchi.jpg,,/img/wako/wako-wakoucchi-thumb.jpg,https://ja.wikipedia.org/wiki/%E5%92%8C%E5%85%89%E5%B8%82%E9%A7%85
35.7818041,139.6223354,wako002,熊野神社,/img/wako/wako-kumano.jpg,,/img/wako/wako-kumano-thumb.jpg,https://shirako-kumanojinja.wixsite.com/kumajin
35.7854299,139.6125712,wako003,大人の秘密基地アルコイリス,/img/wako/wako-arcoiris.jpg,,/img/wako/wako-arcoiris-thumb.jpg,https://www.base-arco.com/
